original_response,id,declarative,gen_ans,gen_ans_id,gt_ans,gt_ans_id,hallucinated
"Davis Entertainment is the film production company of Waterworld, and Dean Semler is its director of photography.",2120,"davis entertainment is the film production company of waterworld, and dean semler is its director of photography.",,,['davis entertainment'],[9735],0
"Easton is the capital of Northampton County, an administrative division of Pennsylvania in the USA.",2121,"easton is the capital of northampton county, an administrative division of pennsylvania in the usa.",,,['easton'],[2555],0
The Fukuoka SoftBank Hawks is a baseball type sports team headquartered in Fukuoka Prefecture.,2122,the fukuoka softbank hawks is a baseball type sports team headquartered in fukuoka prefecture.,,,['fukuoka softbank hawks'],[5710],0
Water distributed by Fox Searchlight Pictures was a Genie Award nominee for Best Achievement in Costume Design.,2123,water distributed by fox searchlight pictures was a genie award nominee for best achievement in costume design.,,,['water'],[12329],0
The Manchurian Candidate was nominated for an Academy Award for Best Supporting Actress and was directed by John Frankenheimer.,2126,the manchurian candidate was nominated for an academy award for best supporting actress and was directed by john frankenheimer.,,,['the manchurian candidate'],[5107],0
Drum machines are electronic musical instruments famous for their use by musicians such as John Frusciante and Al Jourgensen.,2131,drum machines are electronic musical instruments famous for their use by musicians such as john frusciante and al jourgensen.,,,['drum machine'],[4922],0
Florence is the capital of Tuscany.,2135,florence is the capital of tuscany.,,,['florence'],[7618],0
Medal of Honor is an entertainment product produced by Electronic Arts.,2136,medal of honor is an entertainment product produced by electronic arts.,,,['medal of honor'],[11593],0
Catherine Zeta-Jones lives in the same city that Swansea University is located in.,2139,catherine zeta-jones lives in the same city that swansea university is located in.,,,['catherine zeta-jones'],[8591],0
"The BAFTA Award for Best Editing was given to the film editor of Antwone Fisher, a movie that mainly depicts pedophilia.",2140,"the bafta award for best editing was given to the film editor of antwone fisher, a movie that mainly depicts pedophilia.",,,['bafta award for best editing'],[11780],0
Harrisburg is Montreal's twinned administrative body.,2142,harrisburg is montreal's twinned administrative body.,,,['harrisburg'],[11049],0
Englewood is the birthplace of John Travolta.,2147,englewood is the birthplace of john travolta.,,,['englewood'],[13142],0
"The production company of The Hunchback of Notre Dame, which is distributor of Image Entertainment, is Management.",2150,"the production company of the hunchback of notre dame, which is distributor of image entertainment, is management.",,,['management'],[16273],0
National Film Registry was awarded to a visual artwork where Aimee Mann is cast.,2153,national film registry was awarded to a visual artwork where aimee mann is cast.,,,['national film registry'],[1104],0
"Brendan Gleeson is a cast member on Into the Storm, a Primetime Emmy nominee for Outstanding Supporting Actress in a Miniseries or a Movie.",2155,"brendan gleeson is a cast member on into the storm, a primetime emmy nominee for outstanding supporting actress in a miniseries or a movie.",,,['brendan gleeson'],[10466],0
Peter Krause is employed by Leipzig University.,2156,peter krause is employed by leipzig university.,,,['peter krause'],[5792],0
Harry Warren earned the Academy Award for Best Original Song.,2157,harry warren earned the academy award for best original song.,,,['academy award for best original song'],[1643],0
Bank of America has a headquarters location of North Carolina.,2158,bank of america has a headquarters location of north carolina.,,,['bank of america'],[2971],0
Nuremberg is a television film that has Adolf Hitler as a cast member.,2160,nuremberg is a television film that has adolf hitler as a cast member.,,,['nuremberg'],[6550],0
"The Boston Celtics participated in the 2003 NBA Draft, and they selected a player from the University of Georgia.",2161,"the boston celtics participated in the 2003 nba draft, and they selected a player from the university of georgia.",,,['2003 nba draft'],[1517],0
The TV series Cleopatra includes Julius Caesar as a character that July is the namesake of.,2164,the tv series cleopatra includes julius caesar as a character that july is the namesake of.,,,['cleopatra'],[15691],0
Fairfax contains George Mason University.,2166,fairfax contains george mason university.,,,['fairfax'],[4925],0
Sigmund Freud is a professor and was buried at Golders Green Crematorium.,2167,sigmund freud is a professor and was buried at golders green crematorium.,,,['sigmund freud'],[6921],0
Walter Scharf is the composer of Brazil (whose color is black-and-white).,2174,walter scharf is the composer of brazil (whose color is black-and-white).,,,['walter scharf'],[16056],0
A Christmas Carol was produced by Andy Heyward.,2176,a christmas carol was produced by andy heyward.,,,['a christmas carol'],[4133],0
The Young and the Restless is a television series that contains Jack Abbott who comes from the United States.,2177,the young and the restless is a television series that contains jack abbott who comes from the united states.,,,['the young and the restless'],[17485],0
David Zucker directed Scary Movie 3.,2179,david zucker directed scary movie 3.,,,['david zucker'],[15511],0
Seven is a visual artwork distributed by New Line Cinema and directed by David Fincher.,2182,seven is a visual artwork distributed by new line cinema and directed by david fincher.,,,['seven'],[13187],0
John Hawkes is an employee of Brown University.,2183,john hawkes is an employee of brown university.,,,['john hawkes'],[17147],0
Isaac Hayes is the person that has the record label with Memphis as the headquarter.,2188,isaac hayes is the person that has the record label with memphis as the headquarter.,,,['isaac hayes'],[11924],0
The Adventures of Ford Fairlane is a visual artwork that has Renny Harlin in its cast.,2189,the adventures of ford fairlane is a visual artwork that has renny harlin in its cast.,,,['the adventures of ford fairlane'],[3891],0
Vicksburg is the United States city that shares a border with Natchez.,2190,vicksburg is the united states city that shares a border with natchez.,,,['vicksburg'],[13174],0
Geena Davis is married to Renny Harlin.,2191,geena davis is married to renny harlin.,,,['geena davis'],[6184],0
National Treasure is the film series that contains National Treasure: Book of Secrets.,2194,national treasure is the film series that contains national treasure: book of secrets.,,,['national treasure'],[6783],0
"The Primetime Emmy Award for Outstanding Writing for a Variety, Music or Comedy Program was a nomination for Seth Rogen.",2196,"the primetime emmy award for outstanding writing for a variety, music or comedy program was a nomination for seth rogen.",,,"['primetime emmy award for outstanding writing for a variety, music or comedy program']",[970],0
The film United 93 was nominated for the National Society of Film Critics Award for Best Director.,2197,the film united 93 was nominated for the national society of film critics award for best director.,,,['national society of film critics award for best director'],[15126],0
Vincente Minnelli directed An American in Paris.,2198,vincente minnelli directed an american in paris.,,,['vincente minnelli'],[12708],0
Serpico is a television series that was composed by Elmer Bernstein.,2201,serpico is a television series that was composed by elmer bernstein.,,,['serpico'],[15070],0
Bram Stoker's Dracula was directed by Dan Curtis.,2203,bram stoker's dracula was directed by dan curtis.,,,"[""bram stoker's dracula""]",[17499],0
Joan Bennett's profession is radio personality.,2206,joan bennett's profession is radio personality.,,,['radio personality'],[9140],0
Star Wars is a series of movies that includes Star Wars Episode II: Attack of the Clones.,2207,star wars is a series of movies that includes star wars episode ii: attack of the clones.,,,['star wars'],[8228],0
Dolph Lundgren is educated at Clemson University.,2208,dolph lundgren is educated at clemson university.,,,['dolph lundgren'],[1678],0
"The Progressive Conservative Party of Canada replaced the political party that James Mason, a general officer in the military, belonged to.",2209,"the progressive conservative party of canada replaced the political party that james mason, a general officer in the military, belonged to.",,,['progressive conservative party of canada'],[10646],0
